Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage-kWh,Electricity usage z-score,Solar electricity generation z-score,bought electricity,excess solar
18,2020-10-30 18:00:00,0.021,14.2428,14.2428,0.021,14.2218,
19,2020-10-30 19:00:00,0.006,4.7322,4.7322,0.006,4.7261999999999995,
20,2020-10-30 20:00:00,0.006,1.4982,1.4982,0.006,1.4922,
21,2020-10-30 21:00:00,0.0,0.927,0.927,0.0,0.927,
22,2020-10-30 22:00:00,0.015,1.599,1.599,0.015,1.584,
23,2020-10-30 23:00:00,0.0,1.263,1.263,0.0,1.263,
0,2020-10-31 00:00:00,0.0,0.829917,0.829917,0.0,0.829917,
1,2020-10-31 01:00:00,0.0,0.29997,0.29997,0.0,0.29997,
2,2020-10-31 02:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
3,2020-10-31 03:00:00,0.0,0.195,0.195,0.0,0.195,
4,2020-10-31 04:00:00,0.003,0.189,0.189,0.003,0.186,
5,2020-10-31 05:00:00,0.018,0.465,0.465,0.018,0.447,
6,2020-10-31 06:00:00,0.003,0.225,0.225,0.003,0.222,
7,2020-10-31 07:00:00,0.009,0.696,0.696,0.009,0.6869999999999999,
8,2020-10-31 08:00:00,0.138,2.112,2.112,0.138,1.9740000000000002,
9,2020-10-31 09:00:00,0.693,0.366,0.366,0.693,,0.32699999999999996
10,2020-10-31 10:00:00,0.927,0.315,0.315,0.927,,0.6120000000000001
11,2020-10-31 11:00:00,4.116,0.237,0.237,4.116,,3.8789999999999996
12,2020-10-31 12:00:00,4.524,0.486,0.486,4.524,,4.038
13,2020-10-31 13:00:00,0.957,0.465,0.465,0.957,,0.49199999999999994
14,2020-10-31 14:00:00,0.753,0.225,0.225,0.753,,0.528
15,2020-10-31 15:00:00,0.666,0.243,0.243,0.666,,0.42300000000000004
16,2020-10-31 16:00:00,0.135,0.243,0.243,0.135,0.10799999999999998,
17,2020-10-31 17:00:00,0.009,0.486,0.486,0.009,0.477,
18,2020-10-31 18:00:00,0.024,4.5144,4.5144,0.024,4.4904,
19,2020-10-31 19:00:00,0.006,3.102,3.102,0.006,3.096,
20,2020-10-31 20:00:00,0.0,15.3912,15.3912,0.0,15.3912,
21,2020-10-31 21:00:00,0.015,2.907,2.907,0.015,2.892,
22,2020-10-31 22:00:00,0.006,1.839,1.839,0.006,1.833,
23,2020-10-31 23:00:00,0.0,0.9319068,0.9319068,0.0,0.9319068,
0,2020-11-01 00:00:00,0.0,0.6279372,0.6279372,0.0,0.6279372,
1,2020-11-01 01:00:00,0.0,1.17,1.17,0.0,1.17,
2,2020-11-01 02:00:00,0.0,0.3139686,0.3139686,0.0,0.3139686,
3,2020-11-01 03:00:00,0.0,0.216,0.216,0.0,0.216,
4,2020-11-01 04:00:00,0.006,0.204,0.204,0.006,0.19799999999999998,
5,2020-11-01 05:00:00,0.012,0.237,0.237,0.012,0.22499999999999998,
6,2020-11-01 06:00:00,0.018,0.54,0.54,0.018,0.522,
7,2020-11-01 07:00:00,0.003,0.843,0.843,0.003,0.84,
8,2020-11-01 08:00:00,0.81,1.872,1.872,0.81,1.062,
9,2020-11-01 09:00:00,1.173,0.939,0.939,1.173,,0.2340000000000001
10,2020-11-01 10:00:00,1.602,1.173,1.173,1.602,,0.42900000000000005
11,2020-11-01 11:00:00,3.195,0.141,0.141,3.195,,3.054
12,2020-11-01 12:00:00,1.743,0.216,0.216,1.743,,1.5270000000000001
13,2020-11-01 13:00:00,1.275,0.231,0.231,1.275,,1.0439999999999998
14,2020-11-01 14:00:00,0.876,0.597,0.597,0.876,,0.279
15,2020-11-01 15:00:00,0.516,0.279,0.279,0.516,,0.237
16,2020-11-01 16:00:00,0.18,0.279,0.279,0.18,0.09900000000000003,
17,2020-11-01 17:00:00,0.015,0.231,0.231,0.015,0.21600000000000003,
18,2020-11-01 18:00:00,0.024,13.8864,13.8864,0.024,13.862400000000001,
19,2020-11-01 19:00:00,0.0,2.8248,2.8248,0.0,2.8248,
20,2020-11-01 20:00:00,0.003,3.0162,3.0162,0.003,3.0132,
21,2020-11-01 21:00:00,0.009,0.975,0.975,0.009,0.966,
22,2020-11-01 22:00:00,0.009,1.035,1.035,0.009,1.026,
23,2020-11-01 23:00:00,0.0,1.005,1.005,0.0,1.005,
0,2020-11-02 00:00:00,0.0,0.8259174,0.8259174,0.0,0.8259174,
1,2020-11-02 01:00:00,0.0,0.3239676,0.3239676,0.0,0.3239676,
2,2020-11-02 02:00:00,0.0,0.3119688,0.3119688,0.0,0.3119688,
3,2020-11-02 03:00:00,0.0,0.219,0.219,0.0,0.219,
4,2020-11-02 04:00:00,0.0,0.219,0.219,0.0,0.219,
5,2020-11-02 05:00:00,0.009,0.531,0.531,0.009,0.522,
6,2020-11-02 06:00:00,0.009,0.618,0.618,0.009,0.609,
7,2020-11-02 07:00:00,0.012,0.891,0.891,0.012,0.879,
8,2020-11-02 08:00:00,0.753,0.978,0.978,0.753,0.22499999999999998,
9,2020-11-02 09:00:00,1.461,0.246,0.246,1.461,,1.215
10,2020-11-02 10:00:00,0.999,0.261,0.261,0.999,,0.738
11,2020-11-02 11:00:00,1.23,0.237,0.237,1.23,,0.993
12,2020-11-02 12:00:00,1.437,0.246,0.246,1.437,,1.191
13,2020-11-02 13:00:00,1.344,0.351,0.351,1.344,,0.9930000000000001
14,2020-11-02 14:00:00,0.903,0.597,0.597,0.903,,0.30600000000000005
15,2020-11-02 15:00:00,0.348,0.465,0.465,0.348,0.11700000000000005,
16,2020-11-02 16:00:00,0.105,0.507,0.507,0.105,0.402,
17,2020-11-02 17:00:00,0.0,0.201,0.201,0.0,0.201,
18,2020-11-02 18:00:00,0.003,4.752,4.752,0.003,4.749,
19,2020-11-02 19:00:00,0.0,3.5904,3.5904,0.0,3.5904,
20,2020-11-02 20:00:00,0.021,3.0624,3.0624,0.021,3.0414,
21,2020-11-02 21:00:00,0.006,1.038,1.038,0.006,1.032,
22,2020-11-02 22:00:00,0.009,1.113,1.113,0.009,1.104,
23,2020-11-02 23:00:00,0.0,1.0755,1.0755,0.0,1.0755,
0,2020-11-03 00:00:00,0.0,1.5138486,1.5138486,0.0,1.5138486,
1,2020-11-03 01:00:00,0.0,0.319968,0.319968,0.0,0.319968,
2,2020-11-03 02:00:00,0.0,0.2919708,0.2919708,0.0,0.2919708,
3,2020-11-03 03:00:00,0.0,0.255,0.255,0.0,0.255,
4,2020-11-03 04:00:00,0.0,0.297,0.297,0.0,0.297,
5,2020-11-03 05:00:00,0.009,0.33,0.33,0.009,0.321,
6,2020-11-03 06:00:00,0.0,0.48,0.48,0.0,0.48,
7,2020-11-03 07:00:00,0.003,0.735,0.735,0.003,0.732,
8,2020-11-03 08:00:00,0.564,0.651,0.651,0.564,0.08700000000000008,
9,2020-11-03 09:00:00,0.867,0.243,0.243,0.867,,0.624
10,2020-11-03 10:00:00,1.758,0.561,0.561,1.758,,1.197
11,2020-11-03 11:00:00,1.461,0.438,0.438,1.461,,1.0230000000000001
12,2020-11-03 12:00:00,5.241,0.069,0.069,5.241,,5.172
13,2020-11-03 13:00:00,4.527,0.072,0.072,4.527,,4.455
14,2020-11-03 14:00:00,2.982,0.135,0.135,2.982,,2.8470000000000004
15,2020-11-03 15:00:00,0.735,0.585,0.585,0.735,,0.15000000000000002
16,2020-11-03 16:00:00,0.099,0.522,0.522,0.099,0.42300000000000004,
17,2020-11-03 17:00:00,0.009,0.225,0.225,0.009,0.216,
18,2020-11-03 18:00:00,0.015,14.949,14.949,0.015,14.934,
19,2020-11-03 19:00:00,0.009,5.7024,5.7024,0.009,5.6934,
20,2020-11-03 20:00:00,0.009,2.5872,2.5872,0.009,2.5782000000000003,
21,2020-11-03 21:00:00,0.006,0.885,0.885,0.006,0.879,
22,2020-11-03 22:00:00,0.003,1.776,1.776,0.003,1.7730000000000001,
23,2020-11-03 23:00:00,0.0,1.1018898,1.1018898,0.0,1.1018898,
0,2020-11-04 00:00:00,0.0,1.539846,1.539846,0.0,1.539846,
1,2020-11-04 01:00:00,0.0,0.7619238,0.7619238,0.0,0.7619238,
2,2020-11-04 02:00:00,0.0,0.29997,0.29997,0.0,0.29997,
3,2020-11-04 03:00:00,0.0,0.435,0.435,0.0,0.435,
4,2020-11-04 04:00:00,0.009,0.201,0.201,0.009,0.192,
5,2020-11-04 05:00:00,0.012,0.348,0.348,0.012,0.33599999999999997,
6,2020-11-04 06:00:00,0.0,0.303,0.303,0.0,0.303,
7,2020-11-04 07:00:00,0.018,0.231,0.231,0.018,0.21300000000000002,
8,2020-11-04 08:00:00,0.159,0.492,0.492,0.159,0.33299999999999996,
9,2020-11-04 09:00:00,0.516,3.324,3.324,0.516,2.808,
10,2020-11-04 10:00:00,0.552,1.932,1.932,0.552,1.38,
11,2020-11-04 11:00:00,0.294,2.607,2.607,0.294,2.313,
12,2020-11-04 12:00:00,0.465,2.493,2.493,0.465,2.028,
13,2020-11-04 13:00:00,0.525,2.367,2.367,0.525,1.842,
14,2020-11-04 14:00:00,0.552,3.687,3.687,0.552,3.135,
15,2020-11-04 15:00:00,0.963,4.188,4.188,0.963,3.2249999999999996,
16,2020-11-04 16:00:00,0.051,1.518,1.518,0.051,1.467,
17,2020-11-04 17:00:00,0.006,1.104,1.104,0.006,1.098,
18,2020-11-04 18:00:00,0.015,3.036,3.036,0.015,3.021,
19,2020-11-04 19:00:00,0.0,32.0034,,0.0,32.0034,
20,2020-11-04 20:00:00,0.009,6.2436,6.2436,0.009,6.2345999999999995,
21,2020-11-04 21:00:00,0.003,1.896,1.896,0.003,1.893,
22,2020-11-04 22:00:00,0.018,3.171,3.171,0.018,3.153,
23,2020-11-04 23:00:00,0.0,2.079792,2.079792,0.0,2.079792,
0,2020-11-05 00:00:00,0.0,1.4518548,1.4518548,0.0,1.4518548,
1,2020-11-05 01:00:00,0.0,0.1479852,0.1479852,0.0,0.1479852,
2,2020-11-05 02:00:00,0.0,0.1259874,0.1259874,0.0,0.1259874,
3,2020-11-05 03:00:00,0.0,0.462,0.462,0.0,0.462,
4,2020-11-05 04:00:00,0.009,0.549,0.549,0.009,0.54,
5,2020-11-05 05:00:00,0.009,0.33,0.33,0.009,0.321,
6,2020-11-05 06:00:00,0.003,0.318,0.318,0.003,0.315,
7,2020-11-05 07:00:00,0.009,0.231,0.231,0.009,0.222,
8,2020-11-05 08:00:00,0.522,11.781,11.781,0.522,11.259,
9,2020-11-05 09:00:00,1.944,0.729,0.729,1.944,,1.2149999999999999
10,2020-11-05 10:00:00,2.523,1.347,1.347,2.523,,1.1760000000000002
11,2020-11-05 11:00:00,5.49,0.135,0.135,5.49,,5.355
12,2020-11-05 12:00:00,1.923,0.519,0.519,1.923,,1.404
13,2020-11-05 13:00:00,0.804,6.747,6.747,0.804,5.943,
14,2020-11-05 14:00:00,3.699,4.572,4.572,3.699,0.8730000000000002,
15,2020-11-05 15:00:00,0.237,0.597,0.597,0.237,0.36,
16,2020-11-05 16:00:00,0.105,0.696,0.696,0.105,0.591,
17,2020-11-05 17:00:00,0.003,0.456,0.456,0.003,0.453,
18,2020-11-05 18:00:00,0.006,3.2934,3.2934,0.006,3.2874000000000003,
19,2020-11-05 19:00:00,0.0,0.6996,0.6996,0.0,0.6996,
20,2020-11-05 20:00:00,0.015,1.617,1.617,0.015,1.602,
21,2020-11-05 21:00:00,0.003,6.423,6.423,0.003,6.42,
22,2020-11-05 22:00:00,0.003,1.488,1.488,0.003,1.485,
23,2020-11-05 23:00:00,0.0,3.9555,3.9555,0.0,3.9555,
0,2020-11-06 00:00:00,0.0,0.7559244,0.7559244,0.0,0.7559244,
1,2020-11-06 01:00:00,0.0,0.1719828,0.1719828,0.0,0.1719828,
2,2020-11-06 02:00:00,0.0,0.3059694,0.3059694,0.0,0.3059694,
3,2020-11-06 03:00:00,0.0,0.45,0.45,0.0,0.45,
4,2020-11-06 04:00:00,0.006,0.192,0.192,0.006,0.186,
5,2020-11-06 05:00:00,0.012,0.225,0.225,0.012,0.213,
6,2020-11-06 06:00:00,0.0,0.207,0.207,0.0,0.207,
7,2020-11-06 07:00:00,0.003,0.498,0.498,0.003,0.495,
8,2020-11-06 08:00:00,0.507,2.892,2.892,0.507,2.385,
9,2020-11-06 09:00:00,1.866,0.711,0.711,1.866,,1.1550000000000002
10,2020-11-06 10:00:00,2.292,0.57,0.57,2.292,,1.722
11,2020-11-06 11:00:00,5.157,0.138,0.138,5.157,,5.019
12,2020-11-06 12:00:00,5.361,0.072,0.072,5.361,,5.289
13,2020-11-06 13:00:00,4.413,0.255,0.255,4.413,,4.158
14,2020-11-06 14:00:00,2.772,0.528,0.528,2.772,,2.2439999999999998
15,2020-11-06 15:00:00,0.351,0.612,0.612,0.351,0.261,
16,2020-11-06 16:00:00,0.102,0.621,0.621,0.102,0.519,
17,2020-11-06 17:00:00,0.003,5.721,5.721,0.003,5.718,
18,2020-11-06 18:00:00,0.006,13.3782,13.3782,0.006,13.3722,
19,2020-11-06 19:00:00,0.006,13.8204,13.8204,0.006,13.8144,
20,2020-11-06 20:00:00,0.0,2.0328,2.0328,0.0,2.0328,
21,2020-11-06 21:00:00,0.012,11.598,11.598,0.012,11.586,
22,2020-11-06 22:00:00,0.015,2.781,2.781,0.015,2.766,
23,2020-11-06 23:00:00,0.0,7.1895,7.1895,0.0,7.1895,
0,2020-11-07 00:00:00,0.0,0.5919408,0.5919408,0.0,0.5919408,
1,2020-11-07 01:00:00,0.0,0.1459854,0.1459854,0.0,0.1459854,
2,2020-11-07 02:00:00,0.0,0.1319868,0.1319868,0.0,0.1319868,
3,2020-11-07 03:00:00,0.0,0.438,0.438,0.0,0.438,
4,2020-11-07 04:00:00,0.0,0.183,0.183,0.0,0.183,
5,2020-11-07 05:00:00,0.018,0.237,0.237,0.018,0.219,
6,2020-11-07 06:00:00,0.018,0.348,0.348,0.018,0.32999999999999996,
7,2020-11-07 07:00:00,0.015,0.6,0.6,0.015,0.585,
8,2020-11-07 08:00:00,0.579,1.581,1.581,0.579,1.002,
9,2020-11-07 09:00:00,0.999,0.537,0.537,0.999,,0.46199999999999997
10,2020-11-07 10:00:00,0.873,0.225,0.225,0.873,,0.648
11,2020-11-07 11:00:00,0.918,0.231,0.231,0.918,,0.687
12,2020-11-07 12:00:00,1.452,0.222,0.222,1.452,,1.23
13,2020-11-07 13:00:00,0.735,0.498,0.498,0.735,,0.237
14,2020-11-07 14:00:00,2.862,0.339,0.339,2.862,,2.523
15,2020-11-07 15:00:00,0.327,0.222,0.222,0.327,,0.10500000000000001
16,2020-11-07 16:00:00,0.045,0.42,0.42,0.045,0.375,
17,2020-11-07 17:00:00,0.009,0.219,0.219,0.009,0.21,
18,2020-11-07 18:00:00,0.012,1.2738,1.2738,0.012,1.2618,
19,2020-11-07 19:00:00,0.006,3.5178,3.5178,0.006,3.5118,
20,2020-11-07 20:00:00,0.012,2.2506,2.2506,0.012,2.2386,
21,2020-11-07 21:00:00,0.027,1.398,1.398,0.027,1.371,
22,2020-11-07 22:00:00,0.003,1.02,1.02,0.003,1.0170000000000001,
23,2020-11-07 23:00:00,0.0,0.8379162,0.8379162,0.0,0.8379162,
0,2020-11-08 00:00:00,0.0,0.5919408,0.5919408,0.0,0.5919408,
1,2020-11-08 01:00:00,0.0,0.159984,0.159984,0.0,0.159984,
2,2020-11-08 02:00:00,0.0,0.319968,0.319968,0.0,0.319968,
3,2020-11-08 03:00:00,0.0,0.438,0.438,0.0,0.438,
4,2020-11-08 04:00:00,0.009,0.207,0.207,0.009,0.19799999999999998,
5,2020-11-08 05:00:00,0.015,0.372,0.372,0.015,0.357,
6,2020-11-08 06:00:00,0.012,0.342,0.342,0.012,0.33,
7,2020-11-08 07:00:00,0.018,0.741,0.741,0.018,0.723,
8,2020-11-08 08:00:00,0.21,3.06,3.06,0.21,2.85,
9,2020-11-08 09:00:00,0.297,1.731,1.731,0.297,1.4340000000000002,
10,2020-11-08 10:00:00,0.363,0.276,0.276,0.363,,0.08699999999999997
11,2020-11-08 11:00:00,0.687,0.246,0.246,0.687,,0.44100000000000006
12,2020-11-08 12:00:00,0.531,0.51,0.51,0.531,,0.02100000000000002
13,2020-11-08 13:00:00,0.609,0.465,0.465,0.609,,0.14399999999999996
14,2020-11-08 14:00:00,0.351,2.046,2.046,0.351,1.6949999999999998,
15,2020-11-08 15:00:00,0.264,1.944,1.944,0.264,1.68,
16,2020-11-08 16:00:00,0.039,1.977,1.977,0.039,1.9380000000000002,
17,2020-11-08 17:00:00,0.003,0.93,0.93,0.003,0.927,
18,2020-11-08 18:00:00,0.009,22.5654,,0.009,22.5564,
19,2020-11-08 19:00:00,0.009,7.2666,7.2666,0.009,7.2576,
20,2020-11-08 20:00:00,0.024,18.4998,,0.024,18.4758,
21,2020-11-08 21:00:00,0.021,3.051,3.051,0.021,3.0300000000000002,
22,2020-11-08 22:00:00,0.015,1.671,1.671,0.015,1.6560000000000001,
23,2020-11-08 23:00:00,0.0,1.9658034,1.9658034,0.0,1.9658034,
0,2020-11-09 00:00:00,0.0,1.7018298,1.7018298,0.0,1.7018298,
1,2020-11-09 01:00:00,0.0,0.1459854,0.1459854,0.0,0.1459854,
2,2020-11-09 02:00:00,0.0,0.129987,0.129987,0.0,0.129987,
3,2020-11-09 03:00:00,0.0,0.438,0.438,0.0,0.438,
4,2020-11-09 04:00:00,0.006,0.192,0.192,0.006,0.186,
5,2020-11-09 05:00:00,0.021,0.348,0.348,0.021,0.32699999999999996,
6,2020-11-09 06:00:00,0.012,0.33,0.33,0.012,0.318,
7,2020-11-09 07:00:00,0.012,0.588,0.588,0.012,0.576,
8,2020-11-09 08:00:00,0.003,1.983,1.983,0.003,1.9800000000000002,
9,2020-11-09 09:00:00,0.654,0.48,0.48,0.654,,0.17400000000000004
10,2020-11-09 10:00:00,1.152,0.21,0.21,1.152,,0.942
11,2020-11-09 11:00:00,1.203,0.222,0.222,1.203,,0.9810000000000001
12,2020-11-09 12:00:00,0.693,0.249,0.249,0.693,,0.44399999999999995
13,2020-11-09 13:00:00,0.891,0.249,0.249,0.891,,0.642
14,2020-11-09 14:00:00,1.164,0.228,0.228,1.164,,0.9359999999999999
15,2020-11-09 15:00:00,0.564,0.51,0.51,0.564,,0.05399999999999994
16,2020-11-09 16:00:00,0.069,0.261,0.261,0.069,0.192,
17,2020-11-09 17:00:00,0.015,0.93,0.93,0.015,0.915,
18,2020-11-09 18:00:00,0.003,3.9402,3.9402,0.003,3.9372,
19,2020-11-09 19:00:00,0.0,3.3792,3.3792,0.0,3.3792,
20,2020-11-09 20:00:00,0.006,3.7422,3.7422,0.006,3.7362,
21,2020-11-09 21:00:00,0.003,1.875,1.875,0.003,1.872,
22,2020-11-09 22:00:00,0.006,1.155,1.155,0.006,1.149,
23,2020-11-09 23:00:00,0.0,1.515,1.515,0.0,1.515,
0,2020-11-10 00:00:00,0.0,0.819918,0.819918,0.0,0.819918,
1,2020-11-10 01:00:00,0.0,0.8819118,0.8819118,0.0,0.8819118,
2,2020-11-10 02:00:00,0.0,0.1219878,0.1219878,0.0,0.1219878,
3,2020-11-10 03:00:00,0.0,0.45,0.45,0.0,0.45,
4,2020-11-10 04:00:00,0.006,0.189,0.189,0.006,0.183,
5,2020-11-10 05:00:00,0.006,0.207,0.207,0.006,0.20099999999999998,
6,2020-11-10 06:00:00,0.006,0.576,0.576,0.006,0.57,
7,2020-11-10 07:00:00,0.0,0.567,0.567,0.0,0.567,
8,2020-11-10 08:00:00,0.858,1.455,1.455,0.858,0.5970000000000001,
9,2020-11-10 09:00:00,0.774,0.486,0.486,0.774,,0.28800000000000003
10,2020-11-10 10:00:00,1.32,0.207,0.207,1.32,,1.113
11,2020-11-10 11:00:00,2.784,0.096,0.096,2.784,,2.6879999999999997
12,2020-11-10 12:00:00,5.691,0.354,0.354,5.691,,5.337
13,2020-11-10 13:00:00,4.272,0.336,0.336,4.272,,3.9360000000000004
14,2020-11-10 14:00:00,2.346,0.396,0.396,2.346,,1.9500000000000002
15,2020-11-10 15:00:00,0.468,0.438,0.438,0.468,,0.030000000000000027
16,2020-11-10 16:00:00,0.075,0.489,0.489,0.075,0.414,
17,2020-11-10 17:00:00,0.021,0.603,0.603,0.021,0.582,
18,2020-11-10 18:00:00,0.009,2.4948,2.4948,0.009,2.4858000000000002,
19,2020-11-10 19:00:00,0.0,2.2044,2.2044,0.0,2.2044,
20,2020-11-10 20:00:00,0.021,3.399,3.399,0.021,3.378,
21,2020-11-10 21:00:00,0.015,1.161,1.161,0.015,1.1460000000000001,
22,2020-11-10 22:00:00,0.009,1.05,1.05,0.009,1.0410000000000001,
23,2020-11-10 23:00:00,0.0,1.1055,1.1055,0.0,1.1055,
0,2020-11-11 00:00:00,0.0,0.7259274,0.7259274,0.0,0.7259274,
1,2020-11-11 01:00:00,0.0,0.8939106,0.8939106,0.0,0.8939106,
2,2020-11-11 02:00:00,0.0,0.3139686,0.3139686,0.0,0.3139686,
3,2020-11-11 03:00:00,0.0,0.45,0.45,0.0,0.45,
4,2020-11-11 04:00:00,0.0,0.216,0.216,0.0,0.216,
5,2020-11-11 05:00:00,0.018,0.378,0.378,0.018,0.36,
6,2020-11-11 06:00:00,0.012,0.318,0.318,0.012,0.306,
7,2020-11-11 07:00:00,0.009,0.312,0.312,0.009,0.303,
8,2020-11-11 08:00:00,0.306,0.615,0.615,0.306,0.309,
9,2020-11-11 09:00:00,0.918,0.963,0.963,0.918,0.04499999999999993,
10,2020-11-11 10:00:00,1.5,0.738,0.738,1.5,,0.762
11,2020-11-11 11:00:00,2.385,1.836,1.836,2.385,,0.5489999999999997
12,2020-11-11 12:00:00,1.761,8.838,8.838,1.761,7.076999999999999,
13,2020-11-11 13:00:00,4.167,0.78,0.78,4.167,,3.3869999999999996
14,2020-11-11 14:00:00,2.61,25.227,,2.61,22.617,
15,2020-11-11 15:00:00,0.297,0.96,0.96,0.297,0.663,
16,2020-11-11 16:00:00,0.051,0.387,0.387,0.051,0.336,
17,2020-11-11 17:00:00,0.003,0.771,0.771,0.003,0.768,
18,2020-11-11 18:00:00,0.006,2.1714,2.1714,0.006,2.1654000000000004,
19,2020-11-11 19:00:00,0.015,3.5178,3.5178,0.015,3.5027999999999997,
20,2020-11-11 20:00:00,0.012,9.0156,9.0156,0.012,9.003599999999999,
21,2020-11-11 21:00:00,0.003,2.601,2.601,0.003,2.598,
22,2020-11-11 22:00:00,0.018,3.219,3.219,0.018,3.201,
23,2020-11-11 23:00:00,0.0,1.7218278,1.7218278,0.0,1.7218278,
0,2020-11-12 00:00:00,0.0,0.6659334,0.6659334,0.0,0.6659334,
1,2020-11-12 01:00:00,0.0,0.3219678,0.3219678,0.0,0.3219678,
2,2020-11-12 02:00:00,0.0,0.4719528,0.4719528,0.0,0.4719528,
3,2020-11-12 03:00:00,0.0,0.204,0.204,0.0,0.204,
4,2020-11-12 04:00:00,0.006,0.183,0.183,0.006,0.177,
5,2020-11-12 05:00:00,0.012,0.219,0.219,0.012,0.207,
6,2020-11-12 06:00:00,0.009,6.534,6.534,0.009,6.5249999999999995,
7,2020-11-12 07:00:00,0.012,0.582,0.582,0.012,0.57,
8,2020-11-12 08:00:00,0.195,0.678,0.678,0.195,0.48300000000000004,
9,2020-11-12 09:00:00,1.581,0.93,0.93,1.581,,0.6509999999999999
10,2020-11-12 10:00:00,3.591,0.285,0.285,3.591,,3.306
11,2020-11-12 11:00:00,5.301,0.36,0.36,5.301,,4.941
12,2020-11-12 12:00:00,4.203,0.387,0.387,4.203,,3.8160000000000003
13,2020-11-12 13:00:00,1.59,0.258,0.258,1.59,,1.332
14,2020-11-12 14:00:00,1.449,0.663,0.663,1.449,,0.786
15,2020-11-12 15:00:00,0.447,0.747,0.747,0.447,0.3,
16,2020-11-12 16:00:00,0.105,0.363,0.363,0.105,0.258,
17,2020-11-12 17:00:00,0.012,0.669,0.669,0.012,0.657,
18,2020-11-12 18:00:00,0.006,6.0324,6.0324,0.006,6.0264,
19,2020-11-12 19:00:00,0.015,31.4556,,0.015,31.4406,
20,2020-11-12 20:00:00,0.0,15.972,15.972,0.0,15.972,
21,2020-11-12 21:00:00,0.006,5.175,5.175,0.006,5.169,
22,2020-11-12 22:00:00,0.015,1.383,1.383,0.015,1.368,
23,2020-11-12 23:00:00,0.0,0.8279172,0.8279172,0.0,0.8279172,
0,2020-11-13 00:00:00,0.0,0.7239276,0.7239276,0.0,0.7239276,
1,2020-11-13 01:00:00,0.0,0.7759224,0.7759224,0.0,0.7759224,
2,2020-11-13 02:00:00,0.0,0.3839616,0.3839616,0.0,0.3839616,
3,2020-11-13 03:00:00,0.0,0.465,0.465,0.0,0.465,
4,2020-11-13 04:00:00,0.0,0.303,0.303,0.0,0.303,
5,2020-11-13 05:00:00,0.006,0.228,0.228,0.006,0.222,
6,2020-11-13 06:00:00,0.006,0.237,0.237,0.006,0.23099999999999998,
7,2020-11-13 07:00:00,0.009,0.528,0.528,0.009,0.519,
8,2020-11-13 08:00:00,0.306,2.319,2.319,0.306,2.013,
9,2020-11-13 09:00:00,0.672,0.504,0.504,0.672,,0.16800000000000004
10,2020-11-13 10:00:00,2.391,0.498,0.498,2.391,,1.893
11,2020-11-13 11:00:00,5.109,0.18,0.18,5.109,,4.929
12,2020-11-13 12:00:00,5.175,0.36,0.36,5.175,,4.8149999999999995
13,2020-11-13 13:00:00,2.046,0.162,0.162,2.046,,1.884
14,2020-11-13 14:00:00,1.104,0.225,0.225,1.104,,0.8790000000000001
15,2020-11-13 15:00:00,0.84,0.225,0.225,0.84,,0.615
16,2020-11-13 16:00:00,0.09,0.54,0.54,0.09,0.45000000000000007,
17,2020-11-13 17:00:00,0.015,0.468,0.468,0.015,0.453,
18,2020-11-13 18:00:00,0.003,4.4286,4.4286,0.003,4.4256,
19,2020-11-13 19:00:00,0.0,2.1516,2.1516,0.0,2.1516,
20,2020-11-13 20:00:00,0.003,6.7452,6.7452,0.003,6.7421999999999995,
21,2020-11-13 21:00:00,0.003,2.559,2.559,0.003,2.556,
22,2020-11-13 22:00:00,0.009,1.371,1.371,0.009,1.362,
23,2020-11-13 23:00:00,0.0,1.1418858,1.1418858,0.0,1.1418858,
0,2020-11-14 00:00:00,0.0,0.5379462,0.5379462,0.0,0.5379462,
1,2020-11-14 01:00:00,0.0,0.1719828,0.1719828,0.0,0.1719828,
2,2020-11-14 02:00:00,0.0,0.3159684,0.3159684,0.0,0.3159684,
3,2020-11-14 03:00:00,0.0,0.486,0.486,0.0,0.486,
4,2020-11-14 04:00:00,0.006,0.234,0.234,0.006,0.228,
5,2020-11-14 05:00:00,0.012,0.255,0.255,0.012,0.243,
6,2020-11-14 06:00:00,0.0,0.24,0.24,0.0,0.24,
7,2020-11-14 07:00:00,0.015,0.648,0.648,0.015,0.633,
8,2020-11-14 08:00:00,0.165,1.338,1.338,0.165,1.173,
9,2020-11-14 09:00:00,0.507,0.513,0.513,0.507,0.006000000000000005,
10,2020-11-14 10:00:00,1.74,0.189,0.189,1.74,,1.551
11,2020-11-14 11:00:00,1.308,0.237,0.237,1.308,,1.0710000000000002
12,2020-11-14 12:00:00,1.2,0.231,0.231,1.2,,0.969
13,2020-11-14 13:00:00,0.717,0.651,0.651,0.717,,0.06599999999999995
14,2020-11-14 14:00:00,0.837,0.615,0.615,0.837,,0.22199999999999998
15,2020-11-14 15:00:00,0.336,0.603,0.603,0.336,0.26699999999999996,
16,2020-11-14 16:00:00,0.045,0.411,0.411,0.045,0.366,
17,2020-11-14 17:00:00,0.018,1.083,1.083,0.018,1.065,
18,2020-11-14 18:00:00,0.009,6.897,6.897,0.009,6.888,
19,2020-11-14 19:00:00,0.006,2.706,2.706,0.006,2.7,
20,2020-11-14 20:00:00,0.018,1.9536,1.9536,0.018,1.9356,
